city,state_id,state_name,county_fips,county_name,latt,long,population,density,timezone,ranking,zips,loc_id
Revere,MA,Massachusetts,25025,Suffolk,42.4189,-71.004,59933,4057,America/New_York,2,02151,412207
Alexandria,VA,Virginia,51510,Alexandria,38.8185,-77.0861,156788,4053.2,America/New_York,2,22302 22301 22304 22305 22311 22314 20598 22320 22331 22332 22333 22334,560016
Silver Spring,MD,Maryland,24031,Montgomery,39.0028,-77.0207,82129,4022.6,America/New_York,2,20910 20912 20903 20901 20907 20911 20997,676517
Chillum,MD,Maryland,24033,Prince George's,38.9666,-76.9791,35163,4022.6,America/New_York,2,20783 20782,201301
West Chester,PA,Pennsylvania,42029,Chester,39.9601,-75.6058,19235,4022.6,America/New_York,2,19380 19382 19383,201308
Norwalk,CA,California,06037,Los Angeles,33.9069,-118.0829,100713,4005.8,America/Los_Angeles,2,90650 90651 90652,800023
South Whittier,CA,California,06037,Los Angeles,33.9336,-118.0312,55201,3992.9,America/Los_Angeles,2,90604 90605,785674
Broadmoor,CA,California,06081,San Mateo,37.6916,-122.4814,4467,3992.7,America/Los_Angeles,2,94015,823001
Providence,RI,Rhode Island,44007,Providence,41.823,-71.4187,1270529,3990.1,America/New_York,1,02903 02906 02907 02908 02904 02905 02909 02912 02918 02901 02902 02940,560083
Marina del Rey,CA,California,06037,Los Angeles,33.9765,-118.4486,8844,3981.4,America/Los_Angeles,2,90292,691522
Vincent,CA,California,06037,Los Angeles,34.0983,-117.9238,15151,3971.9,America/Los_Angeles,2,91722 91702,670622
Hialeah,FL,Florida,12086,Miami-Dade,25.8696,-80.3045,221901,3967.9,America/New_York,2,33014 33016 33010 33012 33013 33018,560102
Ives Estates,FL,Florida,12086,Miami-Dade,25.9632,-80.183,26154,3962.8,America/New_York,2,33179,560100
Gardena,CA,California,06037,Los Angeles,33.8943,-118.3072,59765,3958.6,America/Los_Angeles,2,90249 90247,576104
Garden City South,NY,New York,36059,Nassau,40.712,-73.6607,4077,3947.2,America/New_York,2,11530 11552,785634
Collingdale,PA,Pennsylvania,42045,Delaware,39.9151,-75.2776,8862,3935.3,America/New_York,2,19023,110075
Norristown,PA,Pennsylvania,42091,Montgomery,40.1225,-75.3398,35782,3930.2,America/New_York,2,19401 19404 19409 19415,575006
Charter Oak,CA,California,06037,Los Angeles,34.1025,-117.8564,9414,3917.7,America/Los_Angeles,2,91724,380022
West Whittier-Los Nietos,CA,California,06037,Los Angeles,33.9759,-118.0689,25459,3900.1,America/Los_Angeles,2,90606 90610,700051
Lynbrook,NY,New York,36059,Nassau,40.6579,-73.6742,20251,3884.5,America/New_York,2,11563,736101
Watertown Town,MA,Massachusetts,25017,Middlesex,42.37,-71.1774,35270,3871.7,America/New_York,2,02472,411037
Emeryville,CA,California,06001,Alameda,37.8382,-122.2932,12756,3868.3,America/Los_Angeles,2,94608 94662,248009
San Fernando,CA,California,06037,Los Angeles,34.2886,-118.4362,23716,3856.5,America/Los_Angeles,2,91340 91341,828111
Surfside,FL,Florida,12086,Miami-Dade,25.8787,-80.125,5566,3855.8,America/New_York,2,33154,700070
West Miami,FL,Florida,12086,Miami-Dade,25.7578,-80.2969,7077,3854.2,America/New_York,2,33144 33155,500010
Mayfair,CA,California,06019,Fresno,36.7694,-119.7612,5173,3853.5,America/Los_Angeles,2,93703,313001
Vauxhall,NJ,New Jersey,34039,Union,40.7174,-74.2838,5875,3853,America/New_York,2,07083 07088,641030
Pinewood,FL,Florida,12086,Miami-Dade,25.8697,-80.2174,17427,3838.7,America/New_York,2,33147 33167 33168 33150,751006
Artesia,CA,California,06037,Los Angeles,33.8676,-118.0805,16044,3822.7,America/Los_Angeles,2,90701 90702,440036
East Rockaway,NY,New York,36059,Nassau,40.6432,-73.6672,10064,3816.9,America/New_York,2,11518,600096
Harbor Isle,NY,New York,36059,Nassau,40.6018,-73.6647,1401,3808.5,America/New_York,2,11558,742103
Evanston,IL,Illinois,17031,Cook,42.0464,-87.6943,76552,3799.3,America/Chicago,2,60201 60202 60208 60204,480661
Hallandale Beach,FL,Florida,12011,Broward,25.9854,-80.1423,41224,3778.8,America/New_York,2,33009 33008,282002
West Loch Estate,HI,Hawaii,15003,Honolulu,21.3617,-158.0246,6441,3772.5,Pacific/Honolulu,2,96706,226029
Lauderdale Lakes,FL,Florida,12011,Broward,26.1682,-80.2017,35924,3768.3,America/New_York,2,33309 33313 33311 33319,560067
Shippensburg University,PA,Pennsylvania,42041,Cumberland,40.0618,-77.5231,1944,3766.5,America/New_York,2,17257,800001
Rosemead,CA,California,06037,Los Angeles,34.0689,-118.0823,50340,3765.6,America/Los_Angeles,2,91770 91771 91772,201012
Naranja,FL,Florida,12086,Miami-Dade,25.5164,-80.4222,14610,3764.3,America/New_York,2,33032,172023
Bergenfield,NJ,New Jersey,34003,Bergen,40.9236,-73.9982,28269,3758.3,America/New_York,2,07621,600010
Nyack,NY,New York,36087,Rockland,41.0919,-73.9143,7469,3745.7,America/New_York,2,10960,503111
South San Gabriel,CA,California,06037,Los Angeles,34.0488,-118.0961,8084,3742,America/Los_Angeles,2,91770,190015
West York,PA,Pennsylvania,42133,York,39.9534,-76.761,5081,3735.5,America/New_York,2,17404,560042
North El Monte,CA,California,06037,Los Angeles,34.1029,-118.0239,4115,3735.3,America/Los_Angeles,2,91780 91006,586212
San Lorenzo,CA,California,06001,Alameda,37.6733,-122.1332,29453,3733.8,America/Los_Angeles,2,94541 94580,523302
West Carson,CA,California,06037,Los Angeles,33.8229,-118.2931,21909,3733.3,America/Los_Angeles,2,90710 90502,500058
North Lauderdale,FL,Florida,12011,Broward,26.2113,-80.2209,44650,3730,America/New_York,2,33068,110045
New Cassel,NY,New York,36059,Nassau,40.7602,-73.5649,14414,3726.8,America/New_York,2,11590,700034
Bladensburg,MD,Maryland,24033,Prince George's,38.9424,-76.9264,9552,3725,America/New_York,2,20710,700045
Reading,PA,Pennsylvania,42011,Berks,40.34,-75.9267,280030,3720,America/New_York,2,19601 19604 19602 19611 19603 19612,500001
Fruitridge Pocket,CA,California,06067,Sacramento,38.5326,-121.4558,5675,3703.8,America/Los_Angeles,2,95820,700145
The College of New Jersey,NJ,New Jersey,34021,Mercer,40.2689,-74.7764,4103,3703.5,America/New_York,2,08638 08618,754211
Woodlawn,VA,Virginia,51059,Fairfax,38.7332,-77.1149,21828,3681.3,America/New_York,2,22309,122001
North Valley Stream,NY,New York,36059,Nassau,40.684,-73.7077,17756,3672.8,America/New_York,2,11580 11003,521225
Garden Grove,CA,California,06059,Orange,33.7787,-117.9601,170603,3669,America/Los_Angeles,2,92843 92840 92841 92844 92845 92842 92846,400072
East Franklin,NJ,New Jersey,34035,Somerset,40.4933,-74.471,10281,3645.2,America/New_York,2,08873,422003
Lake Hiawatha,NJ,New Jersey,34027,Morris,40.8816,-74.3826,10406,3640,America/New_York,2,07034,401107
San Isidro,PR,Puerto Rico,72029,Canóvanas,18.3921,-65.8844,7063,3636.9,America/Puerto_Rico,2,00729,146001
Lynn,MA,Massachusetts,25009,Essex,42.4781,-70.9664,100905,3627.9,America/New_York,2,01905 01904 01902 01901 01903 01910,560010
Drexel Hill,PA,Pennsylvania,42045,Delaware,39.9495,-75.3038,30015,3623.9,America/New_York,2,19026,413401
Lansdowne,PA,Pennsylvania,42045,Delaware,39.9408,-75.276,11064,3615.9,America/New_York,2,19050,500089
San Gabriel,CA,California,06037,Los Angeles,34.0949,-118.099,38764,3611.9,America/Los_Angeles,2,91775 91776 91778,560068
Compton,CA,California,06037,Los Angeles,33.893,-118.2274,93525,3601.4,America/Los_Angeles,2,90220 90221 90222 90223,600036
Bellerose,NY,New York,36059,Nassau,40.7243,-73.7167,1085,3598.9,America/New_York,2,11001,134107
Arcadia University,PA,Pennsylvania,42091,Montgomery,40.0917,-75.1652,731,3579.1,America/New_York,2,19038,456010
Dumont,NJ,New Jersey,34003,Bergen,40.9452,-73.9923,18072,3575.8,America/New_York,2,07628,263139
East Whittier,CA,California,06037,Los Angeles,33.9244,-117.9887,10061,3563.9,America/Los_Angeles,2,90604,600125
Indian Creek,IL,Illinois,17097,Lake,42.2272,-87.9783,892,3559.2,America/Chicago,2,60061,400049
Lazy Lake,FL,Florida,12011,Broward,26.1563,-80.1452,14,3559.2,America/New_York,2,33305,249193
Bridgeport,CT,Connecticut,09120,Greater Bridgeport,41.1918,-73.1954,921660,3557.4,America/New_York,2,06605 06604 06607 06606 06608 06610 06601 06602,403107
Conshohocken,PA,Pennsylvania,42091,Montgomery,40.0772,-75.3034,9235,3550.6,America/New_York,2,19428 19429,451224
Plainfield,NJ,New Jersey,34039,Union,40.6154,-74.4157,54515,3532,America/New_York,2,07062 07063 07060 07061,241001
Taft Heights,CA,California,06029,Kern,35.1337,-119.4711,1588,3522.4,America/Los_Angeles,2,93268,500073
Freeport,NY,New York,36059,Nassau,40.6515,-73.585,44102,3521.9,America/New_York,2,11520,793008
Lemon Hill,CA,California,06067,Sacramento,38.5172,-121.4573,14942,3517.8,America/Los_Angeles,2,95824,454552
Rockledge,PA,Pennsylvania,42091,Montgomery,40.0822,-75.0898,2609,3517.8,America/New_York,2,19046,560070
Keansburg,NJ,New Jersey,34025,Monmouth,40.4469,-74.1315,9729,3503.1,America/New_York,2,07734,741222
Wood-Ridge,NJ,New Jersey,34003,Bergen,40.8508,-74.0878,10094,3499.9,America/New_York,2,07075,600082
Lakewood,OH,Ohio,39035,Cuyahoga,41.4822,-81.8008,50229,3499,America/New_York,2,44107,700044
Southside Place,TX,Texas,48201,Harris,29.7089,-95.4366,1631,3498,America/Chicago,2,77025 77005,751003
Arlington,VA,Virginia,51013,Arlington,38.8786,-77.1011,235463,3497,America/New_York,2,22209 22203 22202 22201 22207 22206 22205 22204 22214 22211 22213 22210 22212 22215 22216 22217 22219 22225 22226 22227 22230 22240 22241 22242 22243 22244 22245 22246 22350,122018
Long Beach,CA,California,06037,Los Angeles,33.7977,-118.167,458491,3493.5,America/Los_Angeles,2,90822 90804 90805 90806 90807 90802 90803 90808 90831 90814 90813 90810 90815 90840 90801 90809 90832 90833 90842 90844 90846 90847 90848 90853,700050
Downey,CA,California,06037,Los Angeles,33.9379,-118.1311,111793,3478.3,America/Los_Angeles,2,90242 90240 90241 90239,211004
Waipio,HI,Hawaii,15003,Honolulu,21.4143,-157.9966,11196,3467.6,Pacific/Honolulu,2,96797,226022
Westminster,CA,California,06059,Orange,33.7523,-117.9938,90147,3467,America/Los_Angeles,2,92655 92683 92684 92685,700089
Comerío,PR,Puerto Rico,72045,Comerío,18.22,-66.2246,4040,3465.6,America/Puerto_Rico,2,00782,732101
University of California-Santa Barbara,CA,California,06083,Santa Barbara,34.4151,-119.8568,11634,3456,America/Los_Angeles,2,93117 93106 93107,524314
Bethel Manor,VA,Virginia,51199,York,37.0972,-76.4243,4512,3449.5,America/New_York,2,23665,403703
Stewart Manor,NY,New York,36059,Nassau,40.7202,-73.6854,1963,3449.3,America/New_York,2,11530,577101
Temple City,CA,California,06037,Los Angeles,34.1022,-118.0579,35749,3446.4,America/Los_Angeles,2,91780,500068
Binghamton University,NY,New York,36007,Broome,42.0893,-75.9684,6921,3445.8,America/New_York,2,13902,411028
Watergate,FL,Florida,12099,Palm Beach,26.3359,-80.2125,3709,3443.1,America/New_York,2,33428,695003
Kutztown University,PA,Pennsylvania,42011,Berks,40.5103,-75.7851,4225,3443,America/New_York,2,19530,208027
Río Grande,PR,Puerto Rico,72119,Río Grande,18.3789,-65.8388,12325,3441.9,America/Puerto_Rico,2,00745,624301
Narberth,PA,Pennsylvania,42091,Montgomery,40.0077,-75.2634,4482,3441.3,America/New_York,2,19072,560072
North Miami Beach,FL,Florida,12086,Miami-Dade,25.9302,-80.1659,43104,3435.6,America/New_York,2,33162 33160 33280,263642
Foothill Farms,CA,California,06067,Sacramento,38.6867,-121.3475,37332,3431.5,America/Los_Angeles,2,95842 95841,110059
State College,PA,Pennsylvania,42027,Centre,40.7909,-77.8567,79803,3429.7,America/New_York,2,16802 16803 16801 16804 16805,421201
Hometown,IL,Illinois,17031,Cook,41.7312,-87.7311,4244,3421.6,America/Chicago,2,60456,110017
Seattle,WA,Washington,53033,King,47.6211,-122.3244,3555253,3408,America/Los_Angeles,1,98109 98108 98105 98104 98107 98106 98101 98103 98102 98154 98122 98121 98126 98125 98178 98174 98177 98144 98146 98195 98199 98118 98119 98116 98117 98115 98112 98164 98134 98136 98133 98111 98113 98114 98124 98127 98129 98139 98141 98145 98161 98165 98170 98175 98181 98185 98191 98194,801105
Montgomery Village,MD,Maryland,24031,Montgomery,39.1788,-77.1954,34161,3397,America/New_York,2,20886,500070
Manhattan Beach,CA,California,06037,Los Angeles,33.8894,-118.3967,34584,3394.1,America/Los_Angeles,2,90266 90267,110085
Prospect Park,PA,Pennsylvania,42045,Delaware,39.8859,-75.3075,6402,3378,America/New_York,2,19076,700135
Bret Harte,CA,California,06099,Stanislaus,37.6021,-121.0045,4807,3373.2,America/Los_Angeles,2,95358,502319
South Pasadena,FL,Florida,12103,Pinellas,27.7526,-82.7394,5324,3369.3,America/New_York,2,33707,110096
Hybla Valley,VA,Virginia,51059,Fairfax,38.7484,-77.0821,17877,3362.1,America/New_York,2,22306,785667
Foster City,CA,California,06081,San Mateo,37.5553,-122.2659,32964,3360.7,America/Los_Angeles,2,94404,180015
Pawtucket,RI,Rhode Island,44007,Providence,41.8744,-71.3743,75280,3353.5,America/New_York,2,02861 02860 02862,411019
Lauderhill,FL,Florida,12011,Broward,26.1605,-80.2241,73961,3353.5,America/New_York,2,33351 33313 33311 33319 33083,689695
Singac,NJ,New Jersey,34031,Passaic,40.8849,-74.2431,3987,3351,America/New_York,2,07424,222001
New Carrollton,MD,Maryland,24033,Prince George's,38.9656,-76.8775,13544,3340.2,America/New_York,2,20784,413001
North Amityville,NY,New York,36103,Suffolk,40.7005,-73.4119,20364,3336.3,America/New_York,2,11726 11701,411047
La Palma,CA,California,06059,Orange,33.8504,-118.0407,15375,3334,America/Los_Angeles,2,90623,509001
Hewlett,NY,New York,36059,Nassau,40.6422,-73.6942,7599,3331.8,America/New_York,2,11563 11557,248198
Richmond West,FL,Florida,12086,Miami-Dade,25.6105,-80.4297,35988,3330.7,America/New_York,2,33177 33187,734101
Mount Carmel,PA,Pennsylvania,42097,Northumberland,40.7959,-76.4119,5695,3323.7,America/New_York,2,17851,834001
Shorewood,WI,Wisconsin,55079,Milwaukee,43.0913,-87.8864,13682,3323.2,America/Chicago,2,53211,560019
Bostonia,CA,California,06073,San Diego,32.8189,-116.948,16545,3316.2,America/Los_Angeles,2,92021,141001
Lakewood,CA,California,06037,Los Angeles,33.8471,-118.1222,80510,3309,America/Los_Angeles,2,90715 90712 90713 90711 90714,500043
Elmwood Place,OH,Ohio,39061,Hamilton,39.1855,-84.4891,2368,3299.2,America/New_York,2,45216,842002
San Mateo,CA,California,06081,San Mateo,37.5522,-122.3121,103555,3295.1,America/Los_Angeles,2,94404 94401 94402 94403 94497,500011
Maywood,IL,Illinois,17031,Cook,41.8798,-87.8442,23173,3292.5,America/Chicago,2,60153,231216
Roselle,NJ,New Jersey,34039,Union,40.6527,-74.2599,22455,3290.3,America/New_York,2,07203,533003
Staten Island,NY,New York,36085,Richmond,40.5834,-74.1496,495747,3286.2,America/New_York,2,10303 10302 10301 10307 10306 10305 10310 10311 10312 10314 10309 10308 10304 10313,721635
Pine Manor,FL,Florida,12071,Lee,26.573,-81.8774,3929,3283.1,America/New_York,2,33907,500056
Ampere North,NJ,New Jersey,34013,Essex,40.7758,-74.1918,4968,3282.1,America/New_York,2,07003,403502
Villa Hugo I,PR,Puerto Rico,72029,Canóvanas,18.3976,-65.8908,809,3275.3,America/Puerto_Rico,2,00729,600024
York,PA,Pennsylvania,42133,York,39.9651,-76.7315,246769,3270.5,America/New_York,2,17404 17401 17403 17405,282001
North Lynbrook,NY,New York,36059,Nassau,40.6685,-73.6736,699,3261.3,America/New_York,2,11563,370465
Lowell,MA,Massachusetts,25017,Middlesex,42.6389,-71.3217,114799,3256.6,America/New_York,2,01851 01850 01852 01854 01853,768004
Norridge,IL,Illinois,17031,Cook,41.9637,-87.8231,15177,3241.6,America/Chicago,2,60706,629701
Takoma Park,MD,Maryland,24031,Montgomery,38.981,-77.0028,17522,3236.5,America/New_York,2,20912 20913,500094
Great Neck,NY,New York,36059,Nassau,40.8029,-73.7333,11068,3226.7,America/New_York,2,11024 11023,600091
Valle Hill,PR,Puerto Rico,72029,Canóvanas,18.3953,-65.894,770,3226.5,America/Puerto_Rico,2,00729,854301
Shamokin,PA,Pennsylvania,42097,Northumberland,40.7881,-76.555,6890,3224,America/New_York,2,17872,793022
Rollingwood,CA,California,06013,Contra Costa,37.9654,-122.3306,3623,3192.2,America/Los_Angeles,2,94806,411057
Leisure City,FL,Florida,12086,Miami-Dade,25.4935,-80.4363,26917,3185.8,America/New_York,2,33033,534101
Garden City Park,NY,New York,36059,Nassau,40.7435,-73.6639,8176,3180.3,America/New_York,2,11040,201001
La Habra,CA,California,06059,Orange,33.9282,-117.9515,62233,3176.6,America/Los_Angeles,2,90631 90632 90633,474001
Highland Park,NJ,New Jersey,34023,Middlesex,40.5006,-74.4283,14981,3176.2,America/New_York,2,08904,444101
Travis Ranch,TX,Texas,48257,Kaufman,32.8015,-96.4775,9894,3172.2,America/Chicago,2,75126,785001
Bal Harbour,FL,Florida,12086,Miami-Dade,25.8935,-80.1258,3021,3169.3,America/New_York,2,33154,600100
Los Angeles,CA,California,06037,Los Angeles,34.1141,-118.4068,11885717,3165.7,America/Los_Angeles,1,91367 90291 90293 90292 91316 91311 90035 90034 90037 90031 90039 90008 90004 90005 90006 90007 90001 90002 90003 91504 91040 90710 90089 91307 91344 91345 91340 91342 91343 90036 90247 91411 91436 91371 91608 91605 91604 91607 91606 91601 91602 90402 90068 90069 90062 90063 90061 90066 90067 90064 90065 90248 91326 91324 91325 90013 90012 90011 90010 90017 90016 90015 90014 91364 90028 90095 90094 91042 91352 91356 91406 91402 90041 90042 90043 90044 90045 90046 90047 90048 90049 90019 90018 91423 90210 91303 91304 91306 90079 90071 90077 90059 91331 91330 91335 90026 90027 90024 90025 90023 90020 90021 90029 90272 90732 90731 90230 91405 91403 91401 90033 90032 90038 90057 90052 90058 90744 90501 90502 90009 90030 90050 90051 90053 90054 90055 90060 90070 90072 90074 90075 90076 90078 90080 90081 90082 90083 90084 90085 90086 90087 90088 90093 90099 90134 90140 90189 90213 90294 90295 90733 90734 90748 91041 91043 91305 91308 91309 91313 91327 91328 91333 91334 91337 91346 91353 91357 91365 91392 91393 91394 91395 91396 91404 91407 91408 91409 91410 91412 91413 91416 91426 91470 91482 91499 91603 91609 91610 91614 91615 91616 91617 91618,562159
La Cresta,CA,California,06029,Kern,35.3972,-118.9892,8558,3157.7,America/Los_Angeles,2,93305,586109
Baldwin,NY,New York,36059,Nassau,40.6511,-73.6075,33595,3153,America/New_York,2,11510,827001
Bellevue,PA,Pennsylvania,42003,Allegheny,40.4945,-80.055,8186,3130.4,America/New_York,2,15202,560008
South Palm Beach,FL,Florida,12099,Palm Beach,26.5898,-80.039,1667,3120.7,America/New_York,2,33480,226002
North Plainfield,NJ,New Jersey,34035,Somerset,40.6209,-74.4386,22667,3117.3,America/New_York,2,07062 07063 07060,507003
Four Square Mile,CO,Colorado,08005,Arapahoe,39.6808,-104.888,21788,3113.9,America/Denver,2,80231 80247,110084
San Juan,PR,Puerto Rico,72127,San Juan,18.3985,-66.061,1809800,3110.1,America/Puerto_Rico,1,00918 00913 00912 00911 00917 00915 00926 00927 00924 00925 00923 00920 00921 00906 00907 00901 00909 00969 00908 00910 00919 00922 00928 00929 00931 00935 00936 00937 00939 00940 00955 00975,431002
Elmwood Park,NJ,New Jersey,34003,Bergen,40.9049,-74.1201,21287,3109.8,America/New_York,2,07407,487551
Indiana,PA,Pennsylvania,42063,Indiana,40.622,-79.1552,14170,3109.8,America/New_York,2,15701 15705,500050
Ocean Pointe,HI,Hawaii,15003,Honolulu,21.3145,-158.0289,16276,3105,Pacific/Honolulu,2,96706,605001
